;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050
Maize Korea Activity (Mt);1,707906485;1,71817708;1,728447676;1,73871839;1,748988986;1,759259582;1,768161416;1,777063489;1,785965204;1,794867039;1,803768873;1,812670708;1,8215729;1,830474615;1,83937645;1,848278284;1,852538705;1,856798768;1,861059189;1,86531949;1,869579792;1,873839974;1,878100276;1,882360697;1,88662076;1,890881181;1,895141602;1,899401665;1,903661966;1,907922387;1,91218245;1,916442871;1,920703173;1,924963593;1,929223776;1,933484077
Maize Mexico Activity (Mt);21,13466835;21,44813538;21,76160431;22,07507324;22,38854218;22,70201111;22,98374367;23,26547432;23,54720688;23,82893944;24,110672;24,39240074;24,6741333;24,95586586;25,23759651;25,51932907;25,79021645;26,06110382;26,3319912;26,60288048;26,87376785;27,14465523;27,41554451;27,68643379;27,95731926;28,22820854;28,49909592;28,76998138;29,04087067;29,31175995;29,58264542;29,8535347;30,12442398;30,39531136;30,66619682;30,93708611
Maize Middle East Activity (Mt);3,337489367;3,421841383;3,506193638;3,590545654;3,674897909;3,759249687;3,845900536;3,932551146;4,019201756;4,105852127;4,192502975;4,279153824;4,365804672;4,452455521;4,539106369;4,625756741;4,705689907;4,785622597;4,865555763;4,94548893;5,025422096;5,105355263;5,185287952;5,265221119;5,345154285;5,425086975;5,505020618;5,584953785;5,664886951;5,744819641;5,824752808;5,904685974;5,984619141;6,06455183;6,144484997;6,224418163
Maize Northern Africa Activity (Mt);7,262898922;7,397647381;7,532395363;7,667143822;7,801891804;7,936640739;8,0733881;8,210137367;8,346884727;8,483633041;8,620382309;8,757130623;8,893877983;9,030626297;9,167375565;9,304123878;9,43661499;9,569105148;9,701595306;9,834086418;9,966576576;10,09906769;10,23155785;10,36404896;10,49653912;10,62903118;10,76152229;10,8940134;11,02650356;11,15899467;11,29148483;11,42397594;11,5564661;11,68895721;11,82144737;11,95393848
Maize Oceania Activity (Mt);0,620632708;0,629201412;0,637769997;0,646338582;0,654907167;0,663475811;0,669208229;0,674940705;0,680673122;0,68640554;0,692137957;0,697870433;0,70360285;0,709335327;0,715067744;0,720800161;0,725272715;0,729745269;0,734217882;0,738690376;0,74316299;0,747635543;0,752108157;0,756580651;0,761053264;0,765525818;0,769998372;0,774470925;0,778943539;0,783416033;0,787888646;0,7923612;0,796833754;0,801306307;0,805778861;0,810251415
Maize Rest of South America Activity (Mt);27,86222076;28,34753036;28,83284378;29,3181572;29,8034668;30,28877831;30,64618683;31,00359344;31,36100197;31,71840858;32,07581711;32,43322754;32,79063416;33,14804077;33,50544739;33,86285782;34,12427902;34,38570023;34,64711761;34,90853882;35,16996384;35,43138504;35,69280624;35,95422363;36,21564484;36,47706985;36,73849106;36,99991226;37,26132965;37,52275085;37,78417206;38,04559708;38,30701828;38,56843567;38,82985687;39,09127808
Maize Rest of South Asia Activity (Mt);6,010877132;6,117875576;6,224874496;6,331873417;6,438871861;6,545870781;6,626385212;6,706899166;6,787413597;6,867927551;6,948442459;7,028956413;7,109470367;7,189984798;7,270499229;7,351013184;7,397838593;7,444665432;7,491490841;7,53831768;7,585143089;7,631968498;7,678795338;7,725620747;7,772447109;7,819272995;7,866098404;7,912925243;7,959750652;8,006577492;8,053402901;8,10022831;8,147054672;8,193880081;8,240707397;8,287532806
Maize Rest of Southern Africa Activity (Mt);11,84189892;12,17532635;12,50875378;12,84218121;13,17560768;13,50903511;13,87134743;14,23365974;14,59597111;14,95828438;15,32059669;15,68290901;16,04522133;16,40753365;16,76984596;17,13215828;17,49373055;17,85530663;18,2168808;18,57845688;18,94003105;19,30160332;19,6631794;20,02475166;20,38632774;20,74790001;21,10947609;21,47104836;21,83262253;22,1941967;22,55577087;22,91734695;23,27891922;23,64049339;24,00206566;24,36364174
Maize Russia Region Activity (Mt);3,696925163;3,735869646;3,774814367;3,813758373;3,852703333;3,891647577;3,922936678;3,954225302;3,985514164;4,016803265;4,048092365;4,079380512;4,110669613;4,141958714;4,173247337;4,204536438;4,221648693;4,238761425;4,25587368;4,272985935;4,29009819;4,307210445;4,324323654;4,341435909;4,358548641;4,375660896;4,392773151;4,409885883;4,426998138;4,44411087;4,461223125;4,478335857;4,495448589;4,512560844;4,529673576;4,546785831
Maize South Africa Activity (Mt);10,8587122;11,16445541;11,47019958;11,77594376;12,08168697;12,38743114;12,71966267;13,05189323;13,38412476;13,71635532;14,04858685;14,38081837;14,71304893;15,04528046;15,37751007;15,70974159;16,04129601;16,37284851;16,70440292;17,03595734;17,36751175;17,69906616;18,03062057;18,36217308;18,69372749;19,02528191;19,35683441;19,68838882;20,01994514;20,35149765;20,68305206;21,01460648;21,34616089;21,67771339;22,00926781;22,34082222
Maize Southeast Asia Activity (Mt);15,40915585;15,62136459;15,8335743;16,04578018;16,25798988;16,47019958;16,64593697;16,82167244;16,99741173;17,1731472;17,34888458;17,52462006;17,70035553;17,87609482;18,05183029;18,22756767;18,37120056;18,51483536;18,65846825;18,80210114;18,94573402;19,08936882;19,23300171;19,37663651;19,52026749;19,66389847;19,80753326;19,95116615;20,09480095;20,23843193;20,38206673;20,52569962;20,66933441;20,8129673;20,95660019;21,10023308
Maize Turkey Activity (Mt);3,861156225;3,931550264;4,001944542;4,072339058;4,142733097;4,213127136;4,281337738;4,34954834;4,417758942;4,485969543;4,554179668;4,62239027;4,690601349;4,758811951;4,827021599;4,895232677;4,952286243;5,009340763;5,066394329;5,123448372;5,180502415;5,237555981;5,294610023;5,351664066;5,408718109;5,465772152;5,522825718;5,579880238;5,636933804;5,69398737;5,751041889;5,808095455;5,865149498;5,922203541;5,979257107;6,03631115
Maize Ukraine Region Activity (Mt);8,084087372;8,129730225;8,175373077;8,221014977;8,266658783;8,312301636;8,381375313;8,450451851;8,519525528;8,588602066;8,657676697;8,726751328;8,795827866;8,864901543;8,933978081;9,003051758;9,052254677;9,101456642;9,150657654;9,199858665;9,249060631;9,298262596;9,347464561;9,396666527;9,445867538;9,495069504;9,544270515;9,593472481;9,642674446;9,691876411;9,741077423;9,790279388;9,839481354;9,888682365;9,937884331;9,987086296
Maize USA Activity (Mt);270,9398499;273,8619995;276,7841797;279,7062988;282,6284485;285,5505981;288,1690979;290,7875977;293,4060974;296,0245667;298,6430664;301,2615967;303,8800964;306,4985962;309,1170654;311,7355652;313,4345398;315,1335144;316,8324585;318,5314331;320,2303467;321,9293213;323,6282959;325,32724;327,0262451;328,7251587;330,4241028;332,1231079;333,822052;335,5209961;337,2199707;338,9189148;340,6178589;342,3168335;344,0158081;345,7147522
Maize Western Africa Activity (Mt);17,62978172;18,20773697;18,78569221;19,36364746;19,94160461;20,51955986;21,25231171;21,98506737;22,71781921;23,45057297;24,18332481;24,91608047;25,64883232;26,38158798;27,11434174;27,84709549;28,2902813;28,73346901;29,176651;29,61983871;30,06302452;30,50621223;30,94939804;31,39258575;31,83577156;32,27895737;32,72214508;33,16532898;33,60851669;34,05170441;34,49489212;34,93807602;35,38126373;35,82445145;36,26763916;36,71082687
Maize Western Europe Activity (Mt);35,73554993;35,98090363;36,22626495;36,47162247;36,71697998;36,96233368;37,15971375;37,35709381;37,55447388;37,75185013;37,94923401;38,14661026;38,34398651;38,54136658;38,73874664;38,93612289;39,07473755;39,21334839;39,35196304;39,4905777;39,62918472;39,76779938;39,90641022;40,04502487;40,18363953;40,32224655;40,46086121;40,59947586;40,73808289;40,87670135;41,01531601;41,15392303;41,29253769;41,43114853;41,56975937;41,70837784
Maize World Activity (Mt);724,9973783;734,8074968;744,617649;754,4277371;764,2378637;774,0479736;782,4268699;790,8057692;799,1846617;807,5635047;815,9423962;824,3213159;832,7001829;841,0790951;849,4579463;857,8368229;863,3221347;868,8074331;874,2927034;879,7780178;885,2632413;890,7485545;896,2338447;901,7191274;907,204464;912,6896952;918,1749806;923,6603041;929,1455747;934,6308446;940,11615;945,6014164;951,0866933;956,5719973;962,0572773;967,5425746
Palm Oil Brazil Activity (Mt);0,277785218;0,284267926;0,290750634;0,297233342;0,30371605;0,31019879;0,315791678;0,321384566;0,326977454;0,332570342;0,338163198;0,343756054;0,349348942;0,35494183;0,36053475;0,366127638;0,370111073;0,37409454;0,378078006;0,382061504;0,386044971;0,390028438;0,394011936;0,397995402;0,401978837;0,405962304;0,409945802;0,413929237;0,417912736;0,421896202;0,4258797;0,429863104;0,433846602;0,437830037;0,441813535;0,445797002
Palm Oil Canada Activity (Mt);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Palm Oil Central America Activity (Mt);1,237626534;1,25828287;1,278939346;1,299595682;1,320252158;1,340908633;1,358447785;1,375986798;1,393525811;1,411064963;1,428603976;1,446143128;1,46368228;1,481221153;1,498760305;1,516299457;1,533410801;1,550522423;1,567633907;1,584745251;1,601856595;1,618967939;1,636079422;1,653191044;1,670302388;1,687413871;1,704525215;1,721636698;1,738748181;1,755859664;1,772971008;1,790082352;1,807193975;1,824305319;1,841416802;1,858528285
Palm Oil Central Asia Activity (Mt);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Palm Oil Central Europe Activity (Mt);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Palm Oil China Region Activity (Mt);0,656292678;0,660700732;0,665108786;0,66951689;0,673924944;0,678332998;0,681968854;0,685604711;0,689240567;0,692876373;0,696512279;0,700148136;0,703783992;0,707419848;0,711055754;0,714691611;0,71701076;0,71932996;0,72164916;0,72396831;0,72628746;0,72860661;0,73092586;0,73324501;0,73556416;0,73788341;0,740202509;0,742521709;0,744840909;0,747160059;0,749479259;0,751798459;0,754117559;0,756436758;0,758755908;0,761075158
Palm Oil Eastern Africa Activity (Mt);0,309391129;0,3202568;0,33112247;0,341988101;0,352853811;0,363719481;0,376405977;0,389092513;0,401779088;0,414465624;0,42715212;0,439838655;0,452525191;0,465211727;0,477898302;0,490584798;0,499611564;0,50863833;0,517665097;0,526691823;0,535718629;0,544745395;0,553772122;0,562798888;0,571825655;0,580852421;0,589879187;0,598905953;0,60793272;0,616959446;0,625986212;0,635012979;0,644039745;0,653066511;0,662093238;0,671120044
Palm Oil India Activity (Mt);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Palm Oil Indonesia Region Activity (Mt);19,49365092;19,68882765;19,88400437;20,07918252;20,27435925;20,46953598;20,61855262;20,76757353;20,9165916;21,06560824;21,21462773;21,36364722;21,51266386;21,66168193;21,81070142;21,95971948;22,04865479;22,13759437;22,2265311;22,31546641;22,40440314;22,49333987;22,58227945;22,67121475;22,76015148;22,84908964;22,93802495;23,02696168;23,11589841;23,20483514;23,29377329;23,3827086;23,47164533;23,56058491;23,64952022;23,73845695
Palm Oil Japan Activity (Mt);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Palm Oil Korea Activity (Mt);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Palm Oil Mexico Activity (Mt);0,204480945;0,206773976;0,209067008;0,211360026;0,213653057;0,215946089;0,217617512;0,219288921;0,220960357;0,222631767;0,22430319;0,225974613;0,227646036;0,229317459;0,230988882;0,232660305;0,23461928;0,236578309;0,23853731;0,240496312;0,242455314;0,244414289;0,246373291;0,248332293;0,250291322;0,252250324;0,254209299;0,256168301;0,258127303;0,260086304;0,262045333;0,264004335;0,265963283;0,267922285;0,269881314;0,271840316
Palm Oil Middle East Activity (Mt);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Palm Oil Northern Africa Activity (Mt);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Palm Oil Oceania Activity (Mt);0,359644491;0,366308087;0,372971684;0,379635254;0,386298824;0,392962447;0,398224218;0,403485962;0,408747759;0,41400953;0,419271273;0,424533097;0,429794841;0,435056612;0,440318383;0,445580127;0,448572195;0,451564291;0,454556333;0,457548429;0,460540524;0,46353262;0,466524662;0,469516757;0,472508799;0,475500842;0,478492937;0,481484979;0,484477075;0,487469117;0,490461212;0,493453308;0,496445403;0,499437446;0,502429541;0,505421583
Palm Oil Rest of South America Activity (Mt);2,111888563;2,168761151;2,22563374;2,282506328;2,339378916;2,396251265;2,43557393;2,474896355;2,51421878;2,553541205;2,592863869;2,632186295;2,67150872;2,710831145;2,750153809;2,789476234;2,814469679;2,839463363;2,864457046;2,88945097;2,914444414;2,939438337;2,964431782;2,989425705;3,014419389;3,039412833;3,064406517;3,08940044;3,114394124;3,139387808;3,164381252;3,189375176;3,21436886;3,239362783;3,264355988;3,289349911
Palm Oil Rest of South Asia Activity (Mt);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Palm Oil Rest of Southern Africa Activity (Mt);0,224771322;0,230965265;0,237159147;0,24335307;0,249546973;0,255740856;0,261970734;0,268200571;0,274430409;0,280660267;0,286890105;0,293119963;0,2993498;0,305579658;0,311809496;0,318039334;0,323838773;0,329638232;0,335437711;0,341237149;0,347036588;0,352836067;0,358635506;0,364434945;0,370234384;0,376033823;0,381833302;0,38763274;0,393432139;0,399231618;0,405031097;0,410830536;0,416629975;0,422429454;0,428228893;0,434028331
Palm Oil Russia Region Activity (Mt);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Palm Oil South Africa Activity (Mt);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Palm Oil Southeast Asia Activity (Mt);25,59407545;26,0268326;26,45958974;26,89234854;27,32510734;27,75786448;28,12038313;28,48289847;28,8454138;29,20793578;29,57045111;29,93296977;30,29548842;30,65800044;31,02051909;31,38304106;31,59691366;31,81078958;32,0246655;32,23854142;32,45241402;32,66628994;32,88016586;33,09404178;33,3079177;33,52179362;33,73566622;33,94954546;34,16341806;34,37729066;34,59116989;34,8050425;35,01891841;35,23279765;35,44667025;35,66054285
Palm Oil Turkey Activity (Mt);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Palm Oil Ukraine Region Activity (Mt);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Palm Oil USA Activity (Mt);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Palm Oil Western Africa Activity (Mt);4,717663829;4,88302538;5,048385921;5,213747977;5,379109023;5,544470574;5,744071331;5,943672593;6,14327335;6,342874612;6,542474863;6,742076125;6,941676882;7,141278144;7,340878901;7,540480163;7,656415181;7,7723502;7,888284713;8,004219226;8,120154749;8,236089262;8,352023775;8,467959299;8,583893307;8,699829841;8,815763344;8,931698867;9,04763338;9,163567893;9,279503417;9,39543793;9,511373454;9,627307967;9,743243491;9,859176993
Palm Oil Western Europe Activity (Mt);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Palm Oil World Activity (Mt);55,18727108;56,09500243;57,00273284;57,91046773;58,81820034;59,72593159;60,52900777;61,33208499;62,13515898;62,9382387;63,74131372;64,54439305;65,34746897;66,15053994;66,95361909;67,75670021;68,24362776;68,7305636;69,21749589;69,7044268;70,1913564;70,67828877;71,16522366;71,65215588;72,13908742;72,62602293;73,11294928;73,59988606;74,08681503;74,57374391;75,06068168;75,54760927;76,0345426;76,52148112;77,00840918;77,49533742
Pork Brazil Activity (Mt);1,516032815;1,529186726;1,542340636;1,555494547;1,568648338;1,581802368;1,591324806;1,600847244;1,610369682;1,61989212;1,629414678;1,638936996;1,648459435;1,657981873;1,667504311;1,677026868;1,683407903;1,689789057;1,696170092;1,702551126;1,708932161;1,715313315;1,721694469;1,728075504;1,734456658;1,740837693;1,747218728;1,753599763;1,759980917;1,766362071;1,772743106;1,77912426;1,785505176;1,79188633;1,798267365;1,804648519
Pork Canada Activity (Mt);1,100835443;1,116784811;1,132734299;1,148683667;1,164633155;1,180582404;1,193840384;1,207098365;1,220356226;1,233614206;1,246872187;1,260130167;1,273388147;1,286646008;1,299903989;1,313161969;1,321598887;1,330036044;1,338473082;1,346910238;1,355347276;1,363784313;1,372221351;1,380658507;1,389095545;1,397532582;1,40596962;1,414406657;1,422843814;1,431280851;1,439718008;1,448154926;1,456592083;1,46502912;1,473466277;1,481903315
Pork Central America Activity (Mt);0,212888986;0,217812315;0,222735643;0,227658957;0,232582286;0,237505615;0,242343605;0,247181594;0,252019584;0,256857544;0,261695564;0,266533554;0,271371543;0,276209533;0,281047523;0,285885513;0,28965205;0,293418586;0,297185123;0,30095166;0,304718226;0,308484763;0,3122513;0,316017836;0,319784373;0,32355091;0,327317446;0,331084013;0,33485055;0,338617086;0,342383623;0,34615016;0,349916697;0,353683233;0,3574498;0,361216336
Pork Central Asia Activity (Mt);0,179854989;0,187348783;0,194842547;0,202336341;0,20983012;0,217323899;0,225082368;0,232840821;0,24059929;0,248357743;0,256116211;0,26387468;0,271633118;0,279391587;0,287150025;0,294908524;0,299472243;0,304035932;0,308599651;0,31316334;0,317727059;0,322290778;0,326854467;0,331418186;0,335981876;0,340545595;0,345109344;0,349673033;0,354236752;0,358800441;0,36336416;0,367927879;0,372491568;0,377055287;0,381618977;0,386182696
Pork Central Europe Activity (Mt);2,278932333;2,28398037;2,289028645;2,29407692;2,299125195;2,30417347;2,305187464;2,306200981;2,307214975;2,30822897;2,309242725;2,310256481;2,311270475;2,312284231;2,313297987;2,314311981;2,310597181;2,306882858;2,303168535;2,299453974;2,295739412;2,292025089;2,288310766;2,284595966;2,280881405;2,277167082;2,273452759;2,269738197;2,266023636;2,262309074;2,258594751;2,25488019;2,251165628;2,247451305;2,243736982;2,240022421
Pork China Region Activity (Mt);31,47732925;32,19936752;32,92140579;33,64344406;34,36547852;35,08751678;35,58961868;36,09172058;36,59382629;37,09592819;37,59803009;38,10013199;38,60223389;39,1043396;39,60643768;40,10853958;40,2623558;40,41617203;40,56999207;40,72380829;40,87762451;41,03144073;41,18525696;41,33907318;41,4928894;41,64670563;41,80051804;41,95433426;42,10815048;42,26196671;42,41578293;42,56959915;42,72341537;42,8772316;43,03104782;43,18486404
Pork Eastern Africa Activity (Mt);0,122319363;0,126663268;0,131007165;0,135351062;0,139694974;0,144038871;0,150742441;0,157446012;0,164149567;0,170853138;0,177556708;0,184260294;0,190963849;0,197667435;0,20437099;0,211074561;0,220149711;0,229224861;0,238300011;0,24737516;0,256450325;0,26552546;0,274600625;0,28367579;0,292750925;0,30182606;0,310901225;0,319976389;0,329051524;0,338126659;0,347201854;0,356276989;0,365352124;0,374427289;0,383502454;0,392577589
Pork India Activity (Mt);0,352898777;0,362633914;0,372369081;0,382104218;0,391839355;0,401574492;0,410509497;0,419444531;0,428379565;0,4373146;0,446249664;0,455184698;0,464119703;0,473054737;0,481989771;0,490924805;0,497790366;0,504655957;0,511521518;0,518387139;0,5252527;0,53211832;0,538983941;0,545849442;0,552715063;0,559580684;0,566446185;0,573311806;0,580177367;0,587042987;0,593908548;0,600774109;0,60763973;0,614505291;0,621370852;0,628236473
Pork Indonesia Region Activity (Mt);0,40247938;0,412287325;0,422095299;0,431903213;0,441711158;0,451519132;0,457465619;0,463412136;0,469358653;0,47530517;0,481251657;0,487198174;0,493144691;0,499091208;0,505037725;0,510984242;0,513173819;0,515363395;0,517552972;0,519742489;0,521932006;0,524121583;0,526311159;0,528500736;0,530690312;0,532879889;0,535069466;0,537259042;0,539448619;0,541638196;0,543827772;0,546017289;0,548206866;0,550396442;0,552586019;0,554775596
Pork Japan Activity (Mt);0,620604038;0,621485174;0,622366369;0,623247504;0,624128699;0,625009835;0,623409808;0,621809781;0,620209813;0,618609786;0,617009759;0,615409672;0,613809645;0,612209678;0,610609651;0,609009624;0,605620444;0,602231324;0,598842204;0,595453024;0,592063904;0,588674784;0,585285604;0,581896484;0,578507364;0,575118184;0,571729064;0,568339944;0,564950824;0,561561644;0,558172524;0,554783404;0,551394224;0,548005104;0,544615984;0,541226804
Pork Korea Activity (Mt);0,622799277;0,628668547;0,634537816;0,640407026;0,646276295;0,652145565;0,65601927;0,659893036;0,663766742;0,667640507;0,671514273;0,675387979;0,679261744;0,68313545;0,687009275;0,690882981;0,690917492;0,690952063;0,690986633;0,691021144;0,691055715;0,691090226;0,691124797;0,691159308;0,691193879;0,691228449;0,69126296;0,691297531;0,691332042;0,691366613;0,691401184;0,691435695;0,691470265;0,691504776;0,691539347;0,691573858
Pork Mexico Activity (Mt);0,619182885;0,629621267;0,640059531;0,650497854;0,660936177;0,6713745;0,680753589;0,690132678;0,699511766;0,708890855;0,718269944;0,727649093;0,737028182;0,74640727;0,755786359;0,765165448;0,772885978;0,780606508;0,788326979;0,796047509;0,803768039;0,811488569;0,819209099;0,826929629;0,834650099;0,842370629;0,850091159;0,857811689;0,865532219;0,873252749;0,88097322;0,88869375;0,89641428;0,90413481;0,91185534;0,91957587
Pork Middle East Activity (Mt);0,014006144;0,014536506;0,015066867;0,015597228;0,016127588;0,01665795;0,01720483;0,017751712;0,018298592;0,018845472;0,019392354;0,019939233;0,020486113;0,021032995;0,021579875;0,022126757;0,022622395;0,023118034;0,023613673;0,024109313;0,024604952;0,025100591;0,025596231;0,02609187;0,026587509;0,027083149;0,027578788;0,028074427;0,028570065;0,029065706;0,029561346;0,030056983;0,030552624;0,031048261;0,031543899;0,032039542
Pork Northern Africa Activity (Mt);0,00122139;0,00124239;0,001263389;0,001284388;0,001305388;0,001326387;0,001346137;0,001365887;0,001385637;0,001405387;0,001425137;0,001444887;0,001464637;0,001484387;0,001504136;0,001523886;0,001541457;0,001559027;0,001576598;0,001594168;0,001611738;0,001629309;0,001646879;0,00166445;0,00168202;0,00169959;0,001717161;0,001734731;0,001752302;0,001769872;0,001787442;0,001805013;0,001822583;0,001840154;0,001857724;0,001875294
Pork Oceania Activity (Mt);0,281804204;0,287614942;0,293425679;0,299236447;0,305047154;0,310857892;0,316105187;0,321352452;0,326599747;0,331847042;0,337094307;0,342341572;0,347588867;0,352836132;0,358083427;0,363330692;0,367721558;0,372112423;0,376503259;0,380894125;0,38528496;0,389675796;0,394066662;0,398457497;0,402848363;0,407239228;0,411630064;0,41602093;0,420411766;0,424802631;0,429193467;0,433584303;0,437975168;0,442366004;0,44675687;0,451147735
Pork Rest of South America Activity (Mt);0,890522242;0,911623538;0,932724714;0,953825951;0,974927187;0,996028423;1,015182018;1,034335613;1,053489327;1,072642922;1,091796517;1,110950112;1,130103827;1,149257421;1,168410897;1,187564611;1,204095483;1,220626354;1,237157345;1,253688216;1,270219088;1,286750078;1,30328095;1,319811821;1,336342692;1,352873564;1,369404435;1,385935426;1,402466297;1,418997169;1,43552804;1,452058911;1,468589902;1,485120773;1,501651645;1,518182516
Pork Rest of South Asia Activity (Mt);0,013491102;0,013863269;0,014235438;0,014607606;0,014979775;0,015351943;0,015693523;0,016035104;0,016376685;0,016718265;0,017059846;0,017401427;0,017743006;0,018084588;0,018426167;0,018767748;0,019030215;0,019292684;0,01955515;0,019817617;0,020080082;0,020342551;0,020605018;0,020867484;0,021129953;0,021392418;0,021654885;0,021917354;0,02217982;0,022442287;0,022704752;0,022967221;0,023229688;0,023492154;0,023754621;0,02401709
Pork Rest of Southern Africa Activity (Mt);0,083600707;0,086116321;0,08863195;0,091147564;0,093663178;0,096178807;0,099021852;0,101864897;0,104707941;0,107550986;0,110394031;0,113237083;0,11608012;0,118923172;0,12176621;0,124609262;0,127583057;0,130556867;0,133530661;0,136504456;0,139478251;0,142452046;0,145425856;0,148399651;0,151373446;0,154347256;0,157321051;0,160294861;0,163268656;0,166242436;0,16921626;0,17219004;0,175163835;0,178137645;0,18111144;0,18408525
Pork Russia Region Activity (Mt);0,889256895;0,901287138;0,913317502;0,925347805;0,937378109;0,949408412;0,95806706;0,966725647;0,975384176;0,984042823;0,992701471;1,001360059;1,010018587;1,018677235;1,027335882;1,035994411;1,040490627;1,044986844;1,049483061;1,053979278;1,058475494;1,062971711;1,067467928;1,071964145;1,076460361;1,080956578;1,085452795;1,089949012;1,094445229;1,098941445;1,103437662;1,107933879;1,112430096;1,116926312;1,121422529;1,125918746
Pork South Africa Activity (Mt);0,098983236;0,101961739;0,104940228;0,107918724;0,110897221;0,113875717;0,117241882;0,120608047;0,123974212;0,127340376;0,130706549;0,134072721;0,137438878;0,140805051;0,144171208;0,14753738;0,151058361;0,154579341;0,158100322;0,161621287;0,165142268;0,168663248;0,172184229;0,175705209;0,17922619;0,18274717;0,186268136;0,189789116;0,193310097;0,196831077;0,200352058;0,203873023;0,207394019;0,210914984;0,214435965;0,217956945
Pork Southeast Asia Activity (Mt);3,312131166;3,390252829;3,468374252;3,546495676;3,624617338;3,702739;3,773646355;3,844553947;3,915461063;3,986368656;4,057276249;4,128183365;4,199090958;4,269998074;4,340906143;4,411813259;4,458755016;4,505696297;4,552638531;4,599579811;4,646521568;4,693463802;4,740405083;4,78734684;4,83428812;4,881230354;4,928172112;4,975113392;5,022055626;5,068996906;5,115938663;5,162880421;5,209822178;5,256763935;5,303705215;5,350647449
Pork Turkey Activity (Mt);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pork Ukraine Region Activity (Mt);0,441617936;0,443149835;0,444681734;0,446213573;0,447745442;0,449277341;0,451541722;0,453806043;0,456070393;0,458334774;0,460599154;0,462863475;0,465127826;0,467392206;0,469656587;0,471920907;0,473365009;0,47480908;0,476253152;0,477697223;0,479141325;0,480585366;0,482029468;0,483473539;0,484917611;0,486361712;0,487805784;0,489249885;0,490693927;0,492138028;0,4935821;0,495026171;0,496470243;0,497914344;0,499358386;0,500802457
Pork USA Activity (Mt);5,106853008;5,139433384;5,17201376;5,204594612;5,237174988;5,26975584;5,302375317;5,33499527;5,367615223;5,400234699;5,432854652;5,465474606;5,498094082;5,530713558;5,563333988;5,595953465;5,621135235;5,646317005;5,671498775;5,696680546;5,721862793;5,747044086;5,772225857;5,797407627;5,822589397;5,847771168;5,872952938;5,898135185;5,923316479;5,948498249;5,973680019;5,998862267;6,02404356;6,04922533;6,074407578;6,099589348
Pork Western Africa Activity (Mt);0,248328745;0,255965441;0,263602138;0,271238774;0,27887547;0,286512166;0,2988379;0,311163664;0,323489428;0,335815161;0,348140925;0,360466659;0,372792423;0,385118186;0,39744392;0,409769684;0,42377764;0,437785625;0,451793611;0,465801597;0,479809552;0,493817538;0,507825553;0,521833539;0,535841465;0,549849451;0,563857436;0,577865362;0,591873407;0,605881393;0,619889319;0,633897305;0,64790529;0,661913276;0,675921261;0,689929247
